OccurredOn,Date,Time,ELE-HV-B1-SWB_HLI_INC1_Hz,ELE-HV-B1-SWB_HLI_INC1_kW,ELE-HV-B1-SWB_HLI_INC1_kWH,ELE-HV-B1-SWB_HLI_INC1_L1_A,ELE-HV-B1-SWB_HLI_INC1_L12_V,ELE-HV-B1-SWB_HLI_INC1_L2_A,ELE-HV-B1-SWB_HLI_INC1_L23_V,ELE-HV-B1-SWB_HLI_INC1_L3_A,ELE-HV-B1-SWB_HLI_INC1_L31_V,ELE-HV-B1-SWB_HLI_INC1_PF,ELE-HV-B1-SWB_HLI_INC2_Hz,ELE-HV-B1-SWB_HLI_INC2_kW,ELE-HV-B1-SWB_HLI_INC2_kWH,ELE-HV-B1-SWB_HLI_INC2_L1_A,ELE-HV-B1-SWB_HLI_INC2_L12_V,ELE-HV-B1-SWB_HLI_INC2_L2_A,ELE-HV-B1-SWB_HLI_INC2_L23_V,ELE-HV-B1-SWB_HLI_INC2_L3_A,ELE-HV-B1-SWB_HLI_INC2_L31_V,ELE-HV-B1-SWB_HLI_INC2_PF
2025-06-01 00:00:00,2025-06-01,00:00:00,50.02,402.17,81253.69,11.5,22224.8,10.89,22216.76,10.43,22326.05,0.95,50.02,166.16,61926.13,5.01,22018.1,4.95,22030.15,4.52,22108.88,0.91
2025-06-01 00:05:00,2025-06-01,00:05:00,50.04,409.97,81284.35,11.68,22246.72,11.17,22240.0,10.66,22349.03,0.95,50.04,166.11,61938.54,4.99,22010.23,5.01,22021.77,4.52,22100.59,0.91
2025-06-01 00:10:00,2025-06-01,00:10:00,50.04,334.71,81316.27,9.71,22234.44,9.37,22228.41,8.83,22334.43,0.93,50.04,168.1,61952.94,5.05,22011.05,5.04,22024.39,4.59,22100.47,0.91
2025-06-01 00:15:00,2025-06-01,00:15:00,50.01,343.82,81346.97,10.25,22181.63,9.89,22174.07,9.18,22279.64,0.93,50.01,167.5,61968.08,5.05,21930.49,5.05,21939.6,4.54,22022.76,0.91
2025-06-01 00:20:00,2025-06-01,00:20:00,50.01,400.44,81376.84,11.47,22174.84,11.02,22165.16,10.37,22274.09,0.95,50.01,164.69,61981.69,5.03,21929.88,4.93,21939.5,4.51,22017.39,0.9
2025-06-01 00:25:00,2025-06-01,00:25:00,50.0,391.09,81405.91,11.18,22193.16,10.8,22184.84,10.19,22293.9,0.95,50.0,169.29,61993.74,5.12,21923.9,5.05,21933.87,4.62,22016.05,0.91
2025-06-01 00:30:00,2025-06-01,00:30:00,50.03,323.14,81438.28,9.55,22213.37,9.23,22206.44,8.68,22316.73,0.92,50.02,170.95,62009.11,5.16,21976.79,5.05,21986.41,4.65,22067.38,0.92
2025-06-01 00:35:00,2025-06-01,00:35:00,49.98,325.85,81464.34,9.67,22159.99,9.34,22152.77,8.75,22261.47,0.92,49.97,169.22,62022.79,5.11,21901.38,5.02,21911.92,4.63,21992.64,0.91
2025-06-01 00:40:00,2025-06-01,00:40:00,50.02,382.33,81496.8,10.99,22170.14,10.53,22161.24,9.97,22270.3,0.94,50.01,167.82,62038.53,5.07,21922.23,5.0,21931.81,4.65,22015.07,0.91
2025-06-01 00:45:00,2025-06-01,00:45:00,50.01,375.23,81527.72,10.87,22168.48,10.41,22163.01,9.85,22265.86,0.94,50.02,170.64,62051.33,5.16,21916.54,5.04,21926.78,4.68,22007.28,0.91
2025-06-01 00:50:00,2025-06-01,00:50:00,50.0,322.45,81553.62,9.56,22192.22,9.24,22183.59,8.63,22286.96,0.92,50.0,168.48,62064.43,5.13,21916.67,5.02,21926.28,4.62,22006.58,0.91
2025-06-01 00:55:00,2025-06-01,00:55:00,50.01,323.07,81583.68,9.6,22181.59,9.27,22171.78,8.62,22277.68,0.92,50.0,168.64,62080.06,5.14,21930.31,5.0,21938.63,4.65,22016.85,0.91
2025-06-01 01:00:00,2025-06-01,01:00:00,50.01,398.33,81613.88,11.32,22193.03,10.91,22186.52,10.31,22287.76,0.95,50.01,169.74,62094.18,5.09,21960.13,5.09,21968.82,4.62,22045.99,0.91
2025-06-01 01:05:00,2025-06-01,01:05:00,50.03,370.58,81645.44,10.6,22217.61,10.2,22213.18,9.54,22313.94,0.95,50.03,169.79,62108.03,5.11,21977.31,5.06,21985.8,4.63,22061.2,0.91
2025-06-01 01:10:00,2025-06-01,01:10:00,50.03,333.78,81672.84,9.65,22219.98,9.4,22215.1,8.69,22316.23,0.93,50.03,168.12,62121.57,5.06,21988.77,5.01,21998.88,4.58,22072.73,0.91
2025-06-01 01:15:00,2025-06-01,01:15:00,50.01,353.73,81702.43,10.07,22217.8,9.89,22213.87,9.21,22311.49,0.94,50.01,170.29,62136.54,5.11,21985.92,5.07,21996.41,4.6,22073.11,0.92
2025-06-01 01:20:00,2025-06-01,01:20:00,50.02,397.26,81730.79,11.19,22236.13,10.92,22233.1,10.32,22329.62,0.95,50.02,169.4,62149.16,5.13,21996.41,5.0,22006.88,4.59,22083.45,0.91
2025-06-01 01:25:00,2025-06-01,01:25:00,50.03,359.77,81762.89,10.33,22254.32,9.97,22248.74,9.4,22349.78,0.93,50.03,168.35,62163.48,5.05,22010.93,5.04,22021.16,4.56,22097.65,0.91
2025-06-01 01:30:00,2025-06-01,01:30:00,50.04,324.81,81795.25,9.46,22257.75,9.23,22251.2,8.63,22352.82,0.93,50.04,167.05,62179.79,5.06,22016.57,4.98,22025.97,4.56,22100.51,0.91
2025-06-01 01:35:00,2025-06-01,01:35:00,50.03,334.53,81817.49,9.73,22263.74,9.46,22255.63,8.98,22356.8,0.94,50.03,164.62,62191.25,5.02,22008.6,4.88,22018.04,4.53,22093.79,0.91
2025-06-01 01:40:00,2025-06-01,01:40:00,50.04,390.82,81849.91,11.01,22275.12,10.63,22267.47,10.19,22369.03,0.95,50.04,165.86,62205.38,5.06,22023.82,4.94,22033.69,4.52,22109.08,0.91
2025-06-01 01:45:00,2025-06-01,01:45:00,50.04,353.77,81876.48,10.09,22280.09,9.78,22274.07,9.26,22375.32,0.93,50.04,165.17,62217.18,5.01,22031.54,4.9,22042.27,4.57,22116.68,0.91
2025-06-01 01:50:00,2025-06-01,01:50:00,50.05,320.28,81911.51,9.23,22285.04,9.0,22280.71,8.44,22373.67,0.93,50.05,167.19,62235.03,5.06,22038.29,4.93,22048.63,4.58,22117.24,0.91
2025-06-01 01:55:00,2025-06-01,01:55:00,50.0,366.59,81937.56,10.36,22278.3,10.07,22273.43,9.51,22369.92,0.95,50.0,167.86,62248.26,5.05,22036.36,4.99,22045.91,4.57,22120.93,0.91
2025-06-01 02:00:00,2025-06-01,02:00:00,49.97,374.25,81969.51,10.52,22268.31,10.23,22263.65,9.67,22359.98,0.95,49.97,170.13,62262.39,5.18,22028.41,5.02,22038.14,4.63,22114.16,0.91
2025-06-01 02:05:00,2025-06-01,02:05:00,49.97,318.91,81996.7,9.16,22264.81,8.95,22259.79,8.42,22356.71,0.93,49.97,165.82,62275.77,5.06,21989.61,4.94,21999.27,4.54,22075.11,0.9
2025-06-01 02:10:00,2025-06-01,02:10:00,49.98,321.05,82023.1,9.2,22255.39,9.02,22250.96,8.42,22349.68,0.93,49.98,169.83,62289.53,5.13,21989.76,5.04,21998.92,4.62,22077.36,0.91
2025-06-01 02:15:00,2025-06-01,02:15:00,50.01,370.42,82045.47,10.5,22267.58,10.3,22261.31,9.56,22364.25,0.96,50.01,171.17,62300.78,5.17,21997.55,5.05,22006.44,4.65,22085.27,0.91
2025-06-01 02:20:00,2025-06-01,02:20:00,49.99,339.26,82083.97,9.68,22264.4,9.29,22255.47,8.82,22357.2,0.94,49.99,168.03,62317.86,5.08,21997.98,5.05,22006.98,4.55,22081.42,0.91
2025-06-01 02:25:00,2025-06-01,02:25:00,49.99,324.51,82112.72,9.16,22278.75,9.11,22272.31,8.59,22371.0,0.94,49.99,168.4,62332.63,5.12,22001.31,4.98,22011.42,4.54,22087.58,0.91
2025-06-01 02:30:00,2025-06-01,02:30:00,50.03,361.17,82141.22,10.41,22297.86,10.0,22290.63,9.48,22387.56,0.94,50.03,171.01,62347.38,5.18,22018.15,5.07,22029.47,4.59,22105.57,0.91
2025-06-01 02:35:00,2025-06-01,02:35:00,50.03,381.66,82168.87,10.64,22283.2,10.44,22275.98,9.85,22376.75,0.96,50.03,170.39,62359.92,5.21,22019.71,5.05,22030.93,4.56,22104.91,0.91
2025-06-01 02:40:00,2025-06-01,02:40:00,50.04,323.85,82198.18,9.28,22295.23,9.16,22288.45,8.52,22387.3,0.94,50.04,166.75,62374.06,5.14,22028.47,4.93,22040.5,4.51,22113.55,0.9
2025-06-01 02:45:00,2025-06-01,02:45:00,50.04,324.03,82226.27,9.22,22295.03,9.15,22289.35,8.54,22384.97,0.94,50.04,168.16,62388.67,5.04,22022.13,4.99,22033.89,4.61,22100.97,0.91
2025-06-01 02:50:00,2025-06-01,02:50:00,50.05,375.97,82258.85,10.52,22306.85,10.3,22299.84,9.71,22399.44,0.95,50.05,168.65,62404.33,5.06,22041.51,4.99,22053.26,4.61,22125.22,0.91
2025-06-01 02:55:00,2025-06-01,02:55:00,50.02,337.54,82286.8,9.64,22313.18,9.41,22307.04,8.8,22403.61,0.94,50.02,167.28,62416.93,5.05,22025.61,4.96,22037.66,4.58,22108.57,0.91
2025-06-01 03:00:00,2025-06-01,03:00:00,50.0,325.59,82311.71,9.33,22305.37,9.16,22298.45,8.45,22397.05,0.93,50.0,165.41,62429.58,5.06,22031.67,4.91,22044.06,4.53,22114.9,0.91
2025-06-01 03:05:00,2025-06-01,03:05:00,50.02,346.39,82340.29,9.84,22333.04,9.64,22327.45,9.02,22422.0,0.94,50.03,167.49,62444.04,5.05,22050.16,4.96,22062.07,4.55,22133.49,0.91
2025-06-01 03:10:00,2025-06-01,03:10:00,50.07,358.04,82370.63,10.04,22341.52,9.81,22336.77,9.24,22433.03,0.94,50.07,170.72,62457.89,5.09,22077.4,5.06,22088.64,4.62,22161.64,0.91
2025-06-01 03:15:00,2025-06-01,03:15:00,50.0,326.2,82402.06,9.26,22322.61,9.12,22318.38,8.51,22416.62,0.94,50.0,167.16,62473.95,5.06,22051.56,4.95,22061.94,4.52,22133.68,0.91
2025-06-01 03:20:00,2025-06-01,03:20:00,49.96,313.45,82425.75,9.04,22316.69,8.82,22313.04,8.21,22402.08,0.93,49.96,164.83,62486.29,4.97,22040.68,4.87,22051.43,4.5,22116.65,0.91
2025-06-01 03:25:00,2025-06-01,03:25:00,49.99,312.76,82453.51,9.04,22314.83,8.81,22310.69,8.22,22411.78,0.93,49.99,168.24,62501.09,5.03,22068.26,4.99,22077.42,4.56,22152.36,0.91
2025-06-01 03:30:00,2025-06-01,03:30:00,50.03,306.66,82477.89,8.9,22322.46,8.66,22318.9,8.12,22415.97,0.93,50.03,168.5,62514.1,5.05,22037.87,4.96,22046.7,4.61,22122.4,0.91
2025-06-01 03:35:00,2025-06-01,03:35:00,50.03,305.94,82502.65,8.9,22313.57,8.65,22313.08,8.11,22405.59,0.92,50.03,166.44,62527.93,5.04,22054.41,4.92,22063.95,4.57,22137.04,0.91
2025-06-01 03:40:00,2025-06-01,03:40:00,50.04,300.0,82529.35,8.76,22322.38,8.54,22320.06,7.93,22414.06,0.92,50.05,167.19,62542.48,5.05,22059.75,4.99,22070.54,4.56,22143.69,0.91
2025-06-01 03:45:00,2025-06-01,03:45:00,50.06,301.3,82554.04,8.76,22333.39,8.55,22330.54,7.95,22424.01,0.92,50.06,167.06,62556.25,5.04,22048.89,4.93,22061.16,4.58,22135.76,0.91
2025-06-01 03:50:00,2025-06-01,03:50:00,50.0,298.28,82578.88,8.7,22317.8,8.5,22315.77,7.93,22410.07,0.92,50.0,165.41,62570.09,5.03,22030.62,4.92,22042.16,4.49,22115.99,0.91
2025-06-01 03:55:00,2025-06-01,03:55:00,49.96,296.01,82601.86,8.65,22316.8,8.46,22312.98,7.86,22405.95,0.92,49.96,163.43,62582.8,5.0,22033.34,4.85,22044.04,4.48,22116.52,0.9
2025-06-01 04:00:00,2025-06-01,04:00:00,49.98,294.03,82626.91,8.59,22333.96,8.4,22330.33,7.86,22425.37,0.92,49.98,167.61,62596.83,5.08,22049.46,4.93,22061.57,4.59,22134.59,0.91
2025-06-01 04:05:00,2025-06-01,04:05:00,50.0,295.15,82651.37,8.61,22326.55,8.46,22323.92,7.86,22420.07,0.92,50.0,168.91,62610.98,5.06,22059.29,4.99,22071.52,4.6,22147.09,0.91
2025-06-01 04:10:00,2025-06-01,04:10:00,50.03,295.16,82677.22,8.68,22336.14,8.44,22332.24,7.86,22428.6,0.92,50.03,165.48,62625.77,5.05,22062.04,4.89,22074.46,4.53,22148.31,0.9
2025-06-01 04:15:00,2025-06-01,04:15:00,50.03,296.76,82697.81,8.66,22345.02,8.49,22339.9,7.89,22438.33,0.92,50.03,167.81,62637.25,5.02,22058.81,4.99,22071.28,4.61,22142.8,0.91
2025-06-01 04:20:00,2025-06-01,04:20:00,50.05,288.54,82725.98,8.48,22350.57,8.35,22342.14,7.65,22441.39,0.91,50.05,174.15,62653.74,5.16,22078.14,5.16,22089.94,4.76,22159.72,0.91
2025-06-01 04:25:00,2025-06-01,04:25:00,50.05,287.01,82747.76,8.5,22336.59,8.26,22328.91,7.69,22425.66,0.91,50.05,173.5,62667.16,5.13,22055.4,5.1,22068.34,4.81,22139.79,0.91
2025-06-01 04:30:00,2025-06-01,04:30:00,50.08,288.07,82774.0,8.5,22348.67,8.3,22342.09,7.68,22437.87,0.91,50.09,172.65,62682.87,5.19,22082.2,5.1,22095.11,4.73,22167.4,0.91
2025-06-01 04:35:00,2025-06-01,04:35:00,50.04,285.84,82794.75,8.44,22335.98,8.24,22331.51,7.67,22426.14,0.91,50.04,167.67,62694.99,5.07,22064.27,4.96,22078.27,4.61,22149.22,0.9
2025-06-01 04:40:00,2025-06-01,04:40:00,49.96,289.34,82823.29,8.53,22315.65,8.31,22310.88,7.78,22405.45,0.91,49.96,167.49,62711.4,5.09,22034.05,4.92,22047.4,4.61,22118.44,0.91
2025-06-01 04:45:00,2025-06-01,04:45:00,49.95,289.83,82841.25,8.6,22313.46,8.3,22308.3,7.78,22404.08,0.91,49.95,169.46,62722.14,5.1,22035.47,4.93,22049.73,4.66,22119.3,0.91
2025-06-01 04:50:00,2025-06-01,04:50:00,50.0,292.73,82868.71,8.65,22335.8,8.44,22330.6,7.78,22427.47,0.92,49.99,167.35,62738.03,5.09,22033.36,4.93,22046.63,4.59,22115.99,0.91
2025-06-01 04:55:00,2025-06-01,04:55:00,50.02,295.24,82895.11,8.74,22336.94,8.48,22332.85,7.86,22423.5,0.92,50.01,166.85,62752.95,5.05,22062.82,4.92,22077.07,4.6,22143.02,0.91
2025-06-01 05:00:00,2025-06-01,05:00:00,49.98,292.6,82919.17,8.66,22314.36,8.4,22308.08,7.85,22406.11,0.91,49.98,169.5,62766.74,5.14,22037.28,4.97,22052.46,4.65,22123.13,0.91
2025-06-01 05:05:00,2025-06-01,05:05:00,49.98,292.55,82938.18,8.63,22310.95,8.46,22305.64,7.83,22403.24,0.91,49.98,172.14,62777.82,5.14,22040.09,5.09,22054.6,4.7,22126.84,0.91
2025-06-01 05:10:00,2025-06-01,05:10:00,50.03,296.38,82966.17,8.74,22330.4,8.53,22328.03,7.86,22425.24,0.92,50.03,173.11,62794.22,5.19,22059.96,5.15,22073.69,4.69,22144.99,0.91
2025-06-01 05:15:00,2025-06-01,05:15:00,50.0,293.68,82992.01,8.72,22318.03,8.42,22315.25,7.81,22412.22,0.91,50.0,175.38,62809.43,5.2,22030.99,5.26,22044.18,4.75,22115.1,0.91
2025-06-01 05:20:00,2025-06-01,05:20:00,50.02,297.77,83016.49,8.75,22323.8,8.61,22322.96,7.91,22417.69,0.91,50.02,176.83,62824.06,5.25,22034.04,5.24,22048.29,4.81,22119.5,0.92
2025-06-01 05:25:00,2025-06-01,05:25:00,50.01,299.1,83041.29,8.79,22316.55,8.58,22314.37,7.97,22409.95,0.92,50.01,174.67,62838.7,5.22,22027.32,5.18,22040.99,4.77,22111.6,0.91
2025-06-01 05:30:00,2025-06-01,05:30:00,50.03,297.05,83066.19,8.73,22328.27,8.53,22326.86,7.94,22421.18,0.91,50.03,172.53,62853.17,5.18,22040.88,5.15,22054.42,4.69,22124.01,0.91
2025-06-01 05:35:00,2025-06-01,05:35:00,50.04,296.6,83087.09,8.77,22315.43,8.54,22313.39,7.96,22407.49,0.91,50.04,174.93,62865.37,5.24,22047.12,5.19,22060.76,4.75,22127.52,0.92
2025-06-01 05:40:00,2025-06-01,05:40:00,50.05,298.36,83118.05,8.8,22319.35,8.56,22320.66,8.02,22416.15,0.91,50.05,176.86,62883.72,5.23,22046.41,5.26,22061.12,4.82,22129.75,0.92
2025-06-01 05:45:00,2025-06-01,05:45:00,50.06,299.29,83141.04,8.83,22314.39,8.65,22312.31,8.01,22408.07,0.91,50.06,178.4,62897.35,5.34,22041.31,5.32,22056.23,4.78,22125.95,0.91
2025-06-01 05:50:00,2025-06-01,05:50:00,50.06,298.05,83165.45,8.83,22307.27,8.62,22306.19,7.96,22402.05,0.91,50.06,181.47,62912.08,5.46,22030.11,5.33,22044.55,4.92,22114.87,0.92
2025-06-01 05:55:00,2025-06-01,05:55:00,50.04,303.38,83189.91,8.97,22291.56,8.59,22291.09,8.22,22387.67,0.91,50.04,180.94,62926.83,5.43,22021.08,5.4,22033.84,4.82,22105.44,0.92
2025-06-01 06:00:00,2025-06-01,06:00:00,50.03,310.92,83218.41,9.08,22276.73,8.86,22273.18,8.37,22368.99,0.92,50.03,183.08,62943.66,5.44,22004.66,5.49,22018.65,4.88,22088.18,0.92
2025-06-01 06:05:00,2025-06-01,06:05:00,50.01,306.99,83236.97,8.9,22268.96,8.82,22268.0,8.18,22365.2,0.92,50.01,178.05,62954.54,5.3,21982.84,5.35,21997.37,4.83,22067.22,0.91
2025-06-01 06:10:00,2025-06-01,06:10:00,50.0,301.59,83266.55,8.93,22253.43,8.75,22253.55,8.09,22349.6,0.91,50.0,182.92,62972.01,5.39,21970.49,5.47,21985.45,4.93,22053.49,0.92
2025-06-01 06:15:00,2025-06-01,06:15:00,50.04,299.32,83292.68,8.96,22261.15,8.79,22260.53,8.08,22355.38,0.9,50.04,185.2,62987.91,5.44,21985.49,5.48,22000.53,4.97,22067.96,0.92
2025-06-01 06:20:00,2025-06-01,06:20:00,50.06,300.11,83317.89,8.97,22259.06,8.86,22261.96,8.08,22357.35,0.9,50.06,183.52,63003.42,5.41,21989.37,5.42,22006.44,4.94,22073.72,0.92
2025-06-01 06:25:00,2025-06-01,06:25:00,50.03,301.62,83342.66,9.02,22241.66,8.87,22245.01,8.1,22339.54,0.9,50.03,187.54,63018.62,5.49,21962.67,5.56,21979.73,4.98,22047.24,0.93
2025-06-01 06:30:00,2025-06-01,06:30:00,49.99,301.82,83367.75,9.03,22220.54,8.81,22222.56,8.21,22316.79,0.9,49.99,184.04,63034.16,5.51,21935.02,5.45,21952.44,4.97,22020.43,0.92
2025-06-01 06:35:00,2025-06-01,06:35:00,49.97,302.58,83392.94,9.02,22213.1,8.83,22215.45,8.26,22310.56,0.9,49.97,184.22,63049.49,5.53,21930.2,5.49,21946.87,4.96,22016.24,0.92
2025-06-01 06:40:00,2025-06-01,06:40:00,49.99,308.33,83418.27,9.1,22255.82,8.92,22256.16,8.23,22351.83,0.91,49.99,187.55,63064.95,5.58,21986.79,5.54,22002.02,5.02,22070.41,0.92
2025-06-01 06:45:00,2025-06-01,06:45:00,50.01,305.52,83444.08,8.99,22309.69,8.82,22311.07,8.23,22406.85,0.91,50.0,190.37,63080.72,5.63,22089.43,5.56,22104.97,5.12,22171.55,0.92
2025-06-01 06:50:00,2025-06-01,06:50:00,50.05,302.33,83469.25,8.83,22310.91,8.74,22311.92,8.09,22408.23,0.91,50.05,191.37,63096.58,5.6,22135.78,5.62,22152.04,5.12,22218.28,0.92
2025-06-01 06:55:00,2025-06-01,06:55:00,50.05,299.31,83494.37,8.89,22301.78,8.71,22303.65,7.95,22401.64,0.91,50.05,191.98,63112.57,5.6,22129.05,5.61,22145.02,5.09,22210.68,0.93
2025-06-01 07:00:00,2025-06-01,07:00:00,50.0,262.79,83517.83,8.25,22283.68,8.03,22290.23,7.15,22382.03,0.88,50.0,191.5,63128.54,5.64,22123.19,5.59,22140.44,5.08,22204.34,0.93
2025-06-01 07:05:00,2025-06-01,07:05:00,49.99,261.53,83539.55,8.17,22290.21,8.01,22296.87,7.18,22389.51,0.87,49.99,192.79,63144.58,5.68,22122.66,5.63,22140.41,5.16,22202.53,0.93
2025-06-01 07:10:00,2025-06-01,07:10:00,50.04,263.52,83561.52,8.12,22305.42,8.12,22307.28,7.16,22402.31,0.88,50.04,190.84,63160.62,5.62,22173.1,5.57,22192.5,5.08,22255.52,0.92
2025-06-01 07:15:00,2025-06-01,07:15:00,50.03,263.66,83583.46,8.16,22312.83,8.07,22315.34,7.18,22413.57,0.88,50.03,187.64,63176.31,5.53,22200.32,5.48,22222.11,5.0,22285.87,0.92
2025-06-01 07:20:00,2025-06-01,07:20:00,50.03,259.04,83605.3,8.11,22324.37,7.92,22324.37,7.11,22423.62,0.87,50.03,194.99,63192.17,5.71,22213.04,5.6,22237.56,5.21,22301.95,0.93
2025-06-01 07:25:00,2025-06-01,07:25:00,50.0,276.43,83627.37,8.55,22298.32,8.37,22299.85,7.54,22398.24,0.89,50.0,198.59,63208.68,5.82,22217.8,5.63,22242.77,5.26,22307.07,0.93
2025-06-01 07:30:00,2025-06-01,07:30:00,49.99,289.21,83651.17,8.78,22282.97,8.62,22284.95,7.83,22381.99,0.89,49.99,190.91,63224.97,5.65,22199.24,5.52,22221.47,5.01,22292.76,0.93
2025-06-01 07:35:00,2025-06-01,07:35:00,50.01,281.24,83674.89,8.65,22258.05,8.42,22259.86,7.69,22359.31,0.88,50.01,190.28,63240.83,5.64,22176.45,5.52,22200.02,5.01,22269.64,0.93
2025-06-01 07:40:00,2025-06-01,07:40:00,50.02,292.28,83698.97,8.89,22230.78,8.63,22231.96,7.91,22332.4,0.9,50.02,189.46,63256.61,5.62,22141.5,5.54,22163.4,4.97,22232.69,0.93
2025-06-01 07:45:00,2025-06-01,07:45:00,50.05,287.77,83723.14,8.84,22217.22,8.58,22219.18,7.85,22318.24,0.9,50.05,187.73,63272.39,5.6,22101.18,5.51,22121.08,4.95,22191.07,0.92
2025-06-01 07:50:00,2025-06-01,07:50:00,50.03,286.86,83746.92,8.85,22193.88,8.48,22194.47,7.88,22295.21,0.89,50.03,183.19,63287.78,5.54,22068.77,5.34,22087.49,4.9,22154.57,0.92
2025-06-01 07:55:00,2025-06-01,07:55:00,50.02,285.88,83770.82,8.86,22191.25,8.48,22191.06,7.77,22293.84,0.89,50.02,188.56,63303.3,5.61,22040.45,5.53,22057.79,4.96,22124.87,0.93
2025-06-01 08:00:00,2025-06-01,08:00:00,50.03,284.23,83794.58,8.77,22154.54,8.49,22155.66,7.82,22256.95,0.88,50.03,192.46,63319.07,5.75,22032.54,5.59,22050.33,5.03,22116.78,0.93
2025-06-01 08:05:00,2025-06-01,08:05:00,50.06,276.64,83818.04,8.54,22139.93,8.34,22140.41,7.7,22241.01,0.88,50.06,196.72,63335.38,5.83,22015.73,5.72,22032.24,5.16,22097.25,0.93
2025-06-01 08:10:00,2025-06-01,08:10:00,50.05,275.1,83840.6,8.59,22117.0,8.31,22117.82,7.67,22215.98,0.88,50.05,196.52,63351.76,5.82,21981.4,5.68,21999.09,5.16,22065.38,0.93
2025-06-01 08:15:00,2025-06-01,08:15:00,50.06,267.1,83859.42,8.39,22098.04,8.06,22099.74,7.45,22199.8,0.87,50.06,198.04,63365.05,5.87,21969.5,5.68,21988.62,5.22,22053.87,0.93
2025-06-01 08:20:00,2025-06-01,08:20:00,50.07,294.49,83886.2,9.04,22101.61,8.72,22105.3,8.0,22209.91,0.9,50.07,199.84,63384.06,5.91,21988.92,5.79,22009.06,5.15,22070.01,0.94
2025-06-01 08:25:00,2025-06-01,08:25:00,50.08,288.07,83912.06,8.92,22093.8,8.65,22100.92,7.8,22201.87,0.89,50.08,201.41,63402.54,5.9,21986.34,5.81,22006.88,5.19,22076.72,0.95
2025-06-01 08:30:00,2025-06-01,08:30:00,50.06,279.94,83936.51,8.77,22081.99,8.45,22088.54,7.66,22187.74,0.88,50.06,202.4,63419.92,5.94,21968.71,5.82,21988.5,5.25,22053.97,0.95
2025-06-01 08:35:00,2025-06-01,08:35:00,50.07,283.33,83958.03,8.94,22080.28,8.5,22087.33,7.78,22185.58,0.88,50.07,198.23,63435.32,5.92,21966.06,5.72,21985.44,5.18,22050.6,0.94
2025-06-01 08:40:00,2025-06-01,08:40:00,50.07,278.4,83981.03,8.85,22072.27,8.37,22080.35,7.71,22175.52,0.87,50.07,201.77,63451.39,5.96,21971.35,5.83,21990.9,5.27,22056.09,0.93
2025-06-01 08:45:00,2025-06-01,08:45:00,50.09,261.63,84003.5,8.63,22064.87,8.13,22070.91,7.39,22168.8,0.86,50.09,199.88,63467.95,5.94,21968.65,5.72,21987.6,5.27,22055.37,0.93
2025-06-01 08:50:00,2025-06-01,08:50:00,50.08,263.56,84026.32,8.67,22052.93,8.26,22062.34,7.52,22161.93,0.86,50.08,193.64,63485.27,5.79,21958.79,5.59,21977.31,5.1,22043.71,0.93
2025-06-01 08:55:00,2025-06-01,08:55:00,50.07,259.36,84046.45,8.57,22024.75,8.17,22031.17,7.3,22127.05,0.85,50.07,190.26,63500.84,5.73,21936.93,5.56,21953.76,5.0,22018.34,0.93
2025-06-01 09:00:00,2025-06-01,09:00:00,50.03,260.8,84064.12,8.55,21995.79,8.21,21998.6,7.32,22099.21,0.86,50.03,189.82,63513.6,5.73,21923.54,5.53,21940.79,5.02,22009.52,0.93
2025-06-01 09:05:00,2025-06-01,09:05:00,50.0,295.42,84088.01,9.16,22012.96,8.85,22016.4,8.1,22126.43,0.89,50.0,184.97,63530.59,5.62,21922.99,5.4,21941.91,4.89,22018.75,0.92
2025-06-01 09:10:00,2025-06-01,09:10:00,49.98,258.82,84112.47,8.45,22023.57,8.13,22025.09,7.27,22135.12,0.86,49.98,179.69,63547.33,5.5,21964.49,5.25,21981.86,4.79,22051.23,0.92
2025-06-01 09:15:00,2025-06-01,09:15:00,49.99,251.25,84134.57,8.33,22032.49,7.98,22034.46,7.09,22138.68,0.85,49.99,179.0,63562.71,5.45,21982.27,5.24,22002.1,4.75,22069.49,0.92
2025-06-01 09:20:00,2025-06-01,09:20:00,50.03,259.17,84155.1,8.49,22059.17,8.13,22063.38,7.25,22164.17,0.85,50.03,180.58,63576.98,5.46,21995.92,5.3,22017.15,4.8,22084.36,0.92
2025-06-01 09:25:00,2025-06-01,09:25:00,50.03,264.12,84176.86,8.62,22031.49,8.25,22038.4,7.29,22143.85,0.86,50.03,185.54,63592.19,5.6,21974.99,5.39,21992.81,4.96,22055.59,0.92
2025-06-01 09:30:00,2025-06-01,09:30:00,50.01,262.86,84201.04,8.5,22009.44,8.21,22013.95,7.24,22112.67,0.87,50.01,196.33,63609.46,5.88,21968.7,5.63,21987.72,5.23,22057.58,0.93
2025-06-01 09:35:00,2025-06-01,09:35:00,50.0,269.53,84220.57,8.7,21988.94,8.46,21994.87,7.48,22094.92,0.86,50.0,188.87,63623.87,5.7,21957.57,5.45,21977.93,5.01,22047.08,0.93
2025-06-01 09:40:00,2025-06-01,09:40:00,50.0,265.47,84243.31,8.56,21993.16,8.39,21998.22,7.51,22097.26,0.86,50.0,183.95,63639.97,5.52,21923.98,5.38,21943.49,4.92,22013.74,0.93
2025-06-01 09:45:00,2025-06-01,09:45:00,49.99,268.19,84263.52,8.78,21969.93,8.42,21977.74,7.64,22069.85,0.85,49.99,181.97,63653.45,5.51,21910.48,5.34,21929.9,4.88,22001.0,0.92
