OccurredOn,Date,Time,ELE-HV-B1-SWB_HLI_INC1_Hz,ELE-HV-B1-SWB_HLI_INC1_kW,ELE-HV-B1-SWB_HLI_INC1_kWH,ELE-HV-B1-SWB_HLI_INC1_L1_A,ELE-HV-B1-SWB_HLI_INC1_L12_V,ELE-HV-B1-SWB_HLI_INC1_L2_A,ELE-HV-B1-SWB_HLI_INC1_L23_V,ELE-HV-B1-SWB_HLI_INC1_L3_A,ELE-HV-B1-SWB_HLI_INC1_L31_V,ELE-HV-B1-SWB_HLI_INC1_PF,ELE-HV-B1-SWB_HLI_INC2_Hz,ELE-HV-B1-SWB_HLI_INC2_kW,ELE-HV-B1-SWB_HLI_INC2_kWH,ELE-HV-B1-SWB_HLI_INC2_L1_A,ELE-HV-B1-SWB_HLI_INC2_L12_V,ELE-HV-B1-SWB_HLI_INC2_L2_A,ELE-HV-B1-SWB_HLI_INC2_L23_V,ELE-HV-B1-SWB_HLI_INC2_L3_A,ELE-HV-B1-SWB_HLI_INC2_L31_V,ELE-HV-B1-SWB_HLI_INC2_PF
2025-06-18 15:35:00,2025-06-18,15:35:00,49.95,747.69,315490.94,20.24,21930.54,19.14,21949.12,19.35,22057.43,0.99,49.95,1092.69,271008.15,29.64,22023.41,28.98,22046.28,28.31,22128.84,1.0
2025-06-18 15:40:00,2025-06-18,15:40:00,50.01,738.17,315553.24,20.29,21950.71,19.19,21968.1,19.28,22077.48,0.99,50.01,1086.89,271101.06,29.37,22029.93,28.79,22051.83,28.32,22126.91,1.0
2025-06-18 15:45:00,2025-06-18,15:45:00,50.0,747.56,315614.62,20.6,21963.42,19.37,21982.3,19.53,22090.38,0.99,50.0,1082.01,271190.77,29.31,22025.45,28.57,22047.0,28.21,22124.19,1.0
2025-06-18 15:50:00,2025-06-18,15:50:00,50.02,741.09,315673.97,20.46,21962.66,19.24,21982.73,19.22,22088.46,0.99,50.01,1102.8,271278.29,29.83,22029.58,29.12,22051.47,28.72,22127.63,1.0
2025-06-18 15:55:00,2025-06-18,15:55:00,50.03,722.41,315728.1,20.26,21967.5,19.07,21985.96,19.12,22091.82,0.99,50.03,1115.51,271362.31,30.09,22035.28,29.49,22056.82,29.13,22132.21,1.0
2025-06-18 16:00:00,2025-06-18,16:00:00,50.05,735.21,315787.26,20.22,21955.54,19.11,21976.38,19.4,22081.53,0.99,50.04,1105.5,271448.95,29.86,22023.01,29.27,22045.41,28.81,22121.52,1.0
2025-06-18 16:05:00,2025-06-18,16:05:00,50.05,746.27,315852.44,20.59,21965.63,19.52,21986.99,19.69,22093.49,0.99,50.05,1094.81,271546.84,29.5,22046.55,28.97,22067.94,28.47,22142.63,1.0
2025-06-18 16:10:00,2025-06-18,16:10:00,50.05,736.75,315914.83,20.19,21969.75,18.98,21988.66,19.15,22092.41,0.99,50.05,1095.38,271639.44,29.53,22036.08,28.92,22059.26,28.63,22131.85,1.0
2025-06-18 16:15:00,2025-06-18,16:15:00,50.05,722.19,315978.45,19.78,21960.84,18.69,21976.77,18.85,22085.25,0.99,50.05,1083.15,271733.83,29.27,22043.4,28.62,22065.66,28.25,22142.76,1.0
2025-06-18 16:20:00,2025-06-18,16:20:00,50.06,741.49,316038.64,20.34,21962.0,19.25,21979.5,19.49,22087.34,0.99,50.06,1088.26,271822.77,29.39,22035.05,28.85,22057.12,28.32,22132.68,1.0
2025-06-18 16:25:00,2025-06-18,16:25:00,50.04,725.34,316101.58,20.15,21955.77,18.96,21973.43,19.23,22083.1,0.99,50.04,1075.01,271915.69,29.07,22034.67,28.5,22056.47,28.0,22130.14,1.0
2025-06-18 16:30:00,2025-06-18,16:30:00,50.03,741.35,316157.92,20.37,21966.97,19.24,21983.19,19.6,22090.29,0.99,50.03,1086.62,271997.81,29.33,22031.69,28.74,22053.11,28.37,22126.74,1.0
2025-06-18 16:35:00,2025-06-18,16:35:00,50.02,739.06,316227.26,20.33,21971.54,19.09,21989.25,19.46,22098.6,0.99,50.02,1102.45,272100.35,29.85,22037.42,29.04,22060.28,28.74,22134.56,1.0
2025-06-18 16:40:00,2025-06-18,16:40:00,50.01,749.0,316284.96,20.67,21964.14,19.44,21980.2,19.69,22090.56,0.99,50.01,1099.25,272185.88,29.72,22028.67,29.06,22051.39,28.63,22123.09,1.0
2025-06-18 16:45:00,2025-06-18,16:45:00,50.0,698.06,316343.53,19.32,21967.43,18.19,21985.23,18.38,22092.23,0.98,49.99,1090.53,272273.64,29.44,22030.12,28.82,22051.57,28.46,22123.79,1.0
2025-06-18 16:50:00,2025-06-18,16:50:00,49.96,783.07,316410.65,21.52,21948.98,20.29,21966.69,20.6,22076.25,0.99,49.97,1088.36,272373.48,29.46,22015.99,28.82,22039.43,28.3,22111.8,1.0
2025-06-18 16:55:00,2025-06-18,16:55:00,49.98,757.34,316469.47,20.88,21943.53,19.62,21960.85,19.86,22068.1,0.99,49.98,1078.86,272458.19,29.24,22023.76,28.48,22046.46,28.1,22119.37,1.0
2025-06-18 17:00:00,2025-06-18,17:00:00,50.03,794.79,316538.01,21.79,21959.0,20.49,21980.42,20.93,22084.46,0.99,50.03,1026.52,272552.02,27.88,22039.77,27.18,22060.18,26.68,22133.49,1.0
2025-06-18 17:05:00,2025-06-18,17:05:00,50.04,762.42,316598.37,20.98,21958.37,19.74,21978.19,20.1,22084.98,0.99,50.04,1025.61,272632.78,27.77,22055.11,27.17,22075.86,26.6,22149.19,1.0
2025-06-18 17:10:00,2025-06-18,17:10:00,50.04,739.8,316658.29,20.33,21972.14,19.23,21992.12,19.57,22099.98,0.99,50.04,1024.01,272715.57,27.78,22064.09,27.16,22086.34,26.51,22159.07,1.0
2025-06-18 17:15:00,2025-06-18,17:15:00,50.04,778.59,316722.67,21.26,21978.57,20.11,21995.68,20.37,22103.71,0.99,50.04,1013.31,272802.1,27.41,22072.74,26.87,22095.39,26.32,22168.07,1.0
2025-06-18 17:20:00,2025-06-18,17:20:00,50.05,764.16,316789.55,21.02,21984.28,19.83,22003.52,20.26,22109.48,0.99,50.05,1018.8,272891.63,27.51,22067.43,27.02,22090.52,26.46,22159.81,1.0
2025-06-18 17:25:00,2025-06-18,17:25:00,50.06,729.6,316852.63,19.8,21971.3,18.66,21987.4,19.09,22095.63,0.99,50.06,1014.24,272976.98,27.36,22057.63,26.91,22080.64,26.41,22152.11,1.0
2025-06-18 17:30:00,2025-06-18,17:30:00,50.07,730.49,316905.94,20.2,21975.13,19.05,21990.97,19.39,22103.55,0.99,50.07,1014.95,273050.71,27.38,22061.76,27.05,22085.05,26.41,22156.17,1.0
2025-06-18 17:35:00,2025-06-18,17:35:00,50.08,695.31,316962.97,19.31,21986.14,17.99,22002.7,18.34,22114.37,0.98,50.08,1012.75,273129.83,27.34,22067.9,26.98,22090.23,26.23,22164.47,1.0
2025-06-18 17:40:00,2025-06-18,17:40:00,50.03,720.68,317039.59,20.19,21995.25,19.01,22010.23,19.31,22113.65,0.99,50.03,1005.25,273234.34,27.21,22049.91,26.72,22071.27,26.05,22141.45,1.0
2025-06-18 17:45:00,2025-06-18,17:45:00,50.0,715.54,317091.63,19.72,22033.55,18.49,22052.57,18.92,22155.03,0.99,50.0,1006.31,273306.51,27.3,22057.3,26.8,22079.47,25.97,22152.8,1.0
2025-06-18 17:50:00,2025-06-18,17:50:00,50.03,732.12,317151.39,20.07,22034.87,18.92,22055.59,19.24,22158.72,0.99,50.03,1000.64,273388.64,27.05,22054.88,26.6,22076.92,25.98,22150.92,1.0
2025-06-18 17:55:00,2025-06-18,17:55:00,50.05,723.74,317223.25,19.94,22047.54,18.73,22066.7,19.18,22174.5,0.99,50.05,991.85,273486.19,26.79,22085.05,26.36,22109.27,25.65,22182.15,1.0
2025-06-18 18:00:00,2025-06-18,18:00:00,50.08,692.27,317275.18,19.11,22092.56,17.74,22113.05,18.33,22224.83,0.98,50.08,891.21,273558.53,24.09,22163.35,23.72,22188.58,23.06,22261.71,0.99
2025-06-18 18:05:00,2025-06-18,18:05:00,50.09,590.88,317329.5,16.53,22107.85,15.15,22126.94,15.8,22238.34,0.97,50.09,716.73,273623.77,19.35,22186.37,19.27,22210.27,18.14,22283.65,0.99
2025-06-18 18:10:00,2025-06-18,18:10:00,50.06,407.4,317370.66,11.85,22099.24,11.11,22118.81,11.08,22229.51,0.92,50.06,670.39,273681.59,18.17,22092.35,18.22,22114.92,17.05,22188.83,0.99
2025-06-18 18:15:00,2025-06-18,18:15:00,50.05,343.93,317402.51,10.33,22068.65,9.67,22088.75,9.49,22199.49,0.9,50.05,639.11,273737.32,17.26,22052.89,17.42,22074.91,16.41,22150.14,0.99
2025-06-18 18:20:00,2025-06-18,18:20:00,50.05,362.96,317433.18,11.07,22021.4,10.37,22040.65,10.13,22149.84,0.9,50.05,721.95,273795.69,19.36,22052.97,19.46,22075.32,18.35,22148.55,0.99
2025-06-18 18:25:00,2025-06-18,18:25:00,50.05,359.06,317462.96,11.07,22023.42,10.27,22041.56,10.13,22150.01,0.91,50.05,760.58,273857.87,20.48,22050.23,20.55,22070.35,19.43,22143.13,0.99
2025-06-18 18:30:00,2025-06-18,18:30:00,50.07,343.91,317489.06,10.52,22021.86,9.81,22037.53,9.63,22144.47,0.89,50.07,782.17,273913.23,21.18,22056.43,21.0,22077.45,19.95,22152.52,0.99
2025-06-18 18:35:00,2025-06-18,18:35:00,50.06,325.31,317520.22,10.18,22033.34,9.51,22046.92,9.32,22158.52,0.89,50.06,829.76,273987.51,22.33,22072.28,21.88,22095.97,21.51,22172.42,0.99
2025-06-18 18:40:00,2025-06-18,18:40:00,50.06,321.56,317547.65,9.87,22041.95,9.2,22058.42,9.08,22168.52,0.85,50.06,822.48,274050.14,22.2,22068.25,21.68,22092.89,21.22,22168.5,0.99
2025-06-18 18:45:00,2025-06-18,18:45:00,50.04,377.81,317580.13,11.28,22031.15,10.6,22047.09,10.43,22162.07,0.92,50.04,808.7,274125.18,21.81,22047.72,21.3,22072.56,21.02,22151.67,0.99
2025-06-18 18:50:00,2025-06-18,18:50:00,49.97,338.44,317607.43,10.6,22034.78,9.7,22050.4,9.42,22167.3,0.89,49.97,751.76,274187.46,20.44,22027.84,20.06,22051.25,19.47,22129.27,0.99
2025-06-18 18:55:00,2025-06-18,18:55:00,50.03,324.31,317632.8,10.22,22046.83,9.31,22058.74,9.12,22176.27,0.89,50.02,752.21,274243.16,20.37,22063.93,20.03,22085.57,19.33,22165.14,0.99
2025-06-18 19:00:00,2025-06-18,19:00:00,50.02,351.43,317664.95,10.88,22067.69,10.08,22080.46,9.83,22199.35,0.9,50.02,727.04,274313.44,19.66,22113.12,19.19,22136.46,18.72,22219.5,0.99
2025-06-18 19:05:00,2025-06-18,19:05:00,49.99,339.76,317689.78,10.49,22080.82,9.71,22092.56,9.56,22212.03,0.9,49.99,689.42,274367.59,18.52,22144.01,18.3,22166.88,17.72,22248.59,0.99
2025-06-18 19:10:00,2025-06-18,19:10:00,49.98,353.81,317721.65,10.58,22103.76,9.84,22113.11,9.75,22236.41,0.91,49.97,634.49,274429.93,17.13,22201.94,16.94,22225.41,16.09,22312.13,0.99
2025-06-18 19:15:00,2025-06-18,19:15:00,49.94,344.64,317749.12,10.61,22120.85,9.54,22126.51,9.77,22252.06,0.9,49.94,451.21,274473.14,12.51,22231.23,12.68,22255.41,11.49,22345.31,0.96
2025-06-18 19:20:00,2025-06-18,19:20:00,49.99,303.9,317775.67,9.99,22151.95,9.12,22160.45,9.01,22285.08,0.86,49.99,431.51,274509.78,12.0,22252.25,12.22,22277.07,10.91,22370.49,0.96
2025-06-18 19:25:00,2025-06-18,19:25:00,49.96,328.26,317797.86,10.17,22134.89,9.31,22146.13,9.3,22268.72,0.88,49.96,433.7,274540.3,12.08,22244.95,12.28,22270.49,10.96,22364.92,0.96
2025-06-18 19:30:00,2025-06-18,19:30:00,49.93,321.14,317829.83,10.13,22144.22,9.25,22153.53,9.15,22278.07,0.87,49.94,426.95,274583.63,11.88,22250.29,12.13,22278.02,10.81,22371.59,0.96
2025-06-18 19:35:00,2025-06-18,19:35:00,49.95,514.25,317858.77,14.44,22156.06,13.31,22159.67,13.41,22284.57,0.95,49.95,424.08,274614.58,11.88,22233.65,12.05,22259.11,10.76,22356.83,0.96
2025-06-18 19:40:00,2025-06-18,19:40:00,49.95,465.34,317900.19,13.48,22124.73,12.42,22132.83,12.38,22256.12,0.95,49.95,426.48,274651.56,11.93,22219.6,12.15,22243.49,10.79,22340.07,0.96
2025-06-18 19:45:00,2025-06-18,19:45:00,49.96,458.99,317939.98,13.27,22113.48,12.12,22120.02,12.26,22241.71,0.95,49.96,418.52,274688.43,11.75,22168.71,11.97,22191.3,10.65,22281.53,0.96
2025-06-18 19:50:00,2025-06-18,19:50:00,49.98,467.86,317976.22,13.61,22096.27,12.48,22102.37,12.51,22221.56,0.96,49.98,416.39,274721.73,11.65,22156.78,11.94,22179.9,10.63,22266.34,0.96
2025-06-18 19:55:00,2025-06-18,19:55:00,50.0,477.9,318015.52,13.8,22109.23,12.84,22115.55,12.67,22236.22,0.95,50.0,417.15,274755.31,11.64,22145.22,11.95,22170.17,10.62,22251.24,0.96
2025-06-18 20:00:00,2025-06-18,20:00:00,50.0,474.78,318056.83,13.9,22126.42,12.79,22130.5,12.39,22253.68,0.95,50.0,408.7,274790.66,11.46,22177.88,11.67,22202.5,10.41,22285.79,0.95
2025-06-18 20:05:00,2025-06-18,20:05:00,50.0,464.65,318095.25,13.28,22104.4,12.07,22112.72,12.03,22232.18,0.95,50.0,400.38,274822.89,11.27,22169.69,11.47,22193.19,10.22,22276.76,0.95
2025-06-18 20:10:00,2025-06-18,20:10:00,49.98,454.83,318127.16,12.54,22121.28,11.51,22130.95,11.38,22249.65,0.94,49.99,394.02,274850.7,11.05,22176.09,11.2,22200.03,10.13,22278.72,0.95
2025-06-18 20:15:00,2025-06-18,20:15:00,50.01,464.59,318177.72,13.52,22127.28,12.51,22135.93,12.23,22261.4,0.94,50.01,390.8,274894.24,11.0,22192.39,11.14,22216.16,10.06,22304.1,0.95
2025-06-18 20:20:00,2025-06-18,20:20:00,50.03,475.3,318208.19,13.84,22153.27,12.63,22162.15,12.54,22282.72,0.95,50.03,387.19,274918.79,10.88,22174.41,11.04,22197.72,9.99,22286.4,0.95
2025-06-18 20:25:00,2025-06-18,20:25:00,50.03,472.16,318254.08,13.69,22168.85,12.69,22179.06,12.39,22297.32,0.95,50.03,372.35,274955.57,10.59,22198.43,10.63,22219.89,9.62,22305.41,0.95
2025-06-18 20:30:00,2025-06-18,20:30:00,50.03,472.66,318289.5,13.79,22169.35,12.68,22180.23,12.53,22289.21,0.95,50.03,375.93,274983.33,10.66,22193.93,10.75,22214.24,9.67,22298.15,0.95
2025-06-18 20:35:00,2025-06-18,20:35:00,50.04,477.73,318334.82,13.84,22155.69,12.73,22162.91,12.54,22282.35,0.95,50.04,381.17,275019.24,10.83,22198.63,10.84,22217.3,9.84,22303.14,0.95
2025-06-18 20:40:00,2025-06-18,20:40:00,50.0,486.52,318368.7,14.12,22088.42,12.95,22095.86,12.85,22216.86,0.95,50.0,378.36,275046.04,10.71,22197.0,10.79,22214.35,9.81,22299.95,0.95
2025-06-18 20:45:00,2025-06-18,20:45:00,49.97,467.04,318409.41,13.66,22081.47,12.52,22087.45,12.35,22206.21,0.95,49.97,374.75,275078.37,10.66,22205.12,10.68,22222.8,9.68,22307.37,0.95
2025-06-18 20:50:00,2025-06-18,20:50:00,49.97,490.75,318446.62,13.92,22093.32,12.84,22096.64,12.67,22219.58,0.95,49.98,369.85,275107.99,10.58,22211.79,10.55,22231.31,9.52,22308.81,0.95
2025-06-18 20:55:00,2025-06-18,20:55:00,50.01,472.23,318489.09,13.83,22081.56,12.69,22088.59,12.66,22210.96,0.95,50.01,372.18,275141.44,10.66,22181.88,10.67,22200.88,9.55,22281.51,0.95
2025-06-18 21:00:00,2025-06-18,21:00:00,50.02,457.56,318527.39,13.47,22005.47,12.28,22014.9,12.22,22132.11,0.94,50.02,377.73,275172.14,10.82,22093.28,10.8,22110.97,9.67,22193.51,0.95
2025-06-18 21:05:00,2025-06-18,21:05:00,50.01,461.45,318567.23,13.5,22030.16,12.43,22038.99,12.22,22157.35,0.95,50.01,370.94,275204.67,10.61,22112.95,10.63,22130.53,9.54,22214.22,0.95
2025-06-18 21:10:00,2025-06-18,21:10:00,50.01,462.17,318604.52,13.5,22033.49,12.47,22038.17,12.27,22158.89,0.95,50.01,368.9,275234.53,10.58,22126.63,10.59,22143.44,9.43,22226.48,0.95
2025-06-18 21:15:00,2025-06-18,21:15:00,50.03,455.78,318642.42,13.32,22032.56,12.21,22038.58,12.02,22157.87,0.95,50.03,367.63,275265.12,10.56,22150.08,10.52,22166.77,9.38,22249.13,0.95
2025-06-18 21:20:00,2025-06-18,21:20:00,50.04,450.17,318680.17,13.22,22052.61,12.12,22056.66,11.72,22178.83,0.95,50.04,367.51,275295.86,10.53,22145.55,10.54,22164.37,9.39,22245.26,0.94
2025-06-18 21:25:00,2025-06-18,21:25:00,50.05,445.27,318717.47,13.13,22042.59,11.95,22045.16,11.64,22164.17,0.95,50.05,363.06,275326.23,10.45,22086.23,10.45,22105.99,9.28,22185.84,0.95
2025-06-18 21:30:00,2025-06-18,21:30:00,50.06,436.89,318754.34,12.77,22042.57,11.84,22044.51,11.44,22161.32,0.95,50.06,357.73,275356.28,10.35,22013.98,10.33,22032.81,9.17,22110.27,0.95
2025-06-18 21:35:00,2025-06-18,21:35:00,50.06,450.15,318791.45,13.0,22047.42,12.1,22051.43,11.73,22169.29,0.96,50.06,356.15,275386.02,10.33,22025.41,10.28,22042.22,9.15,22122.32,0.95
2025-06-18 21:40:00,2025-06-18,21:40:00,50.07,422.63,318827.86,12.27,22067.61,11.46,22073.38,11.05,22192.86,0.95,50.07,352.3,275415.57,10.12,22032.47,10.19,22048.85,9.12,22127.77,0.95
2025-06-18 21:45:00,2025-06-18,21:45:00,50.03,412.34,318862.57,11.95,22064.92,11.17,22069.26,10.64,22186.6,0.96,50.03,352.58,275444.88,10.08,22039.94,10.16,22055.08,9.16,22136.44,0.94
2025-06-18 21:50:00,2025-06-18,21:50:00,50.04,412.14,318897.02,11.96,22095.45,11.09,22098.81,10.69,22219.08,0.95,50.04,352.72,275474.36,10.07,22060.92,10.22,22073.51,9.15,22155.5,0.94
2025-06-18 21:55:00,2025-06-18,21:55:00,50.07,421.33,318931.86,12.22,22145.83,11.33,22148.59,10.94,22264.38,0.95,50.07,349.71,275503.66,10.0,22076.25,10.1,22088.61,9.15,22170.08,0.94
2025-06-18 22:00:00,2025-06-18,22:00:00,50.09,411.8,318959.5,11.88,22205.83,11.16,22208.07,10.55,22321.19,0.95,50.09,341.61,275526.72,9.83,22105.26,9.84,22118.05,8.96,22199.09,0.94
2025-06-18 22:05:00,2025-06-18,22:05:00,50.09,407.22,319000.93,11.85,22216.1,11.05,22218.08,10.67,22332.03,0.95,50.09,339.26,275561.0,9.71,22121.47,9.81,22132.6,8.85,22216.35,0.94
2025-06-18 22:10:00,2025-06-18,22:10:00,50.05,410.58,319033.47,11.52,22242.89,10.9,22242.17,10.39,22359.86,0.95,50.05,332.36,275587.75,9.58,22137.52,9.66,22148.85,8.6,22230.88,0.94
2025-06-18 22:15:00,2025-06-18,22:15:00,50.03,402.19,319068.7,11.75,22159.96,10.97,22157.47,10.57,22266.96,0.94,50.03,330.45,275616.23,9.61,22040.31,9.63,22052.73,8.59,22122.54,0.94
2025-06-18 22:20:00,2025-06-18,22:20:00,50.05,394.82,319103.36,11.58,22105.53,10.81,22105.28,10.43,22219.72,0.94,50.05,327.1,275644.72,9.52,21982.51,9.6,21994.88,8.5,22077.94,0.94
2025-06-18 22:25:00,2025-06-18,22:25:00,50.07,386.81,319135.45,11.24,22119.15,10.68,22118.02,10.2,22231.03,0.94,50.07,324.98,275671.45,9.41,22008.96,9.6,22021.77,8.46,22103.73,0.93
2025-06-18 22:30:00,2025-06-18,22:30:00,50.09,390.52,319166.85,11.36,22148.06,10.74,22145.8,10.27,22261.77,0.94,50.09,320.43,275697.67,9.34,22044.44,9.46,22055.48,8.32,22138.21,0.93
2025-06-18 22:35:00,2025-06-18,22:35:00,50.08,376.78,319199.8,11.02,22168.79,10.41,22165.03,9.92,22281.95,0.94,50.08,313.21,275724.57,9.22,22057.55,9.25,22068.27,8.11,22150.34,0.93
2025-06-18 22:40:00,2025-06-18,22:40:00,50.06,385.35,319231.08,11.14,22178.39,10.59,22175.72,10.06,22287.7,0.95,50.06,319.18,275750.49,9.33,22069.44,9.31,22080.67,8.28,22163.04,0.94
2025-06-18 22:45:00,2025-06-18,22:45:00,50.04,382.14,319259.16,10.88,22179.01,10.32,22178.52,9.81,22288.19,0.96,50.03,314.91,275773.58,9.19,22071.27,9.27,22081.02,8.1,22167.71,0.93
2025-06-18 22:50:00,2025-06-18,22:50:00,50.04,377.81,319297.29,10.59,22168.41,10.15,22169.72,9.52,22276.13,0.98,50.04,314.3,275804.82,9.2,22062.39,9.24,22073.27,8.12,22154.84,0.93
2025-06-18 22:55:00,2025-06-18,22:55:00,50.05,377.18,319326.41,10.52,22182.88,10.14,22182.02,9.55,22289.6,0.97,50.05,319.4,275829.49,9.31,22076.13,9.41,22084.25,8.19,22165.56,0.94
2025-06-18 23:00:00,2025-06-18,23:00:00,50.06,364.82,319361.76,10.12,22216.86,9.76,22215.72,9.34,22322.14,0.98,50.07,305.93,275858.77,8.88,22108.28,8.92,22117.17,8.02,22197.51,0.93
2025-06-18 23:05:00,2025-06-18,23:05:00,50.08,359.25,319388.77,10.02,22240.1,9.61,22234.05,9.14,22341.5,0.97,50.07,301.22,275881.58,8.74,22124.23,8.79,22134.05,7.96,22212.44,0.93
2025-06-18 23:10:00,2025-06-18,23:10:00,50.09,367.96,319418.45,10.21,22250.58,9.75,22246.43,9.32,22354.0,0.97,50.08,297.32,275905.96,8.63,22135.82,8.76,22144.85,7.83,22222.91,0.93
2025-06-18 23:15:00,2025-06-18,23:15:00,50.08,371.2,319445.81,10.33,22258.59,9.84,22257.47,9.44,22362.75,0.98,50.08,301.92,275928.33,8.75,22142.45,8.85,22151.25,7.95,22230.39,0.93
2025-06-18 23:20:00,2025-06-18,23:20:00,50.08,369.58,319479.12,10.29,22273.61,9.81,22274.47,9.42,22375.6,0.98,50.08,301.64,275955.86,8.78,22150.55,8.8,22159.04,7.92,22234.91,0.93
2025-06-18 23:25:00,2025-06-18,23:25:00,50.07,353.89,319510.69,9.91,22230.69,9.4,22231.41,9.02,22333.97,0.97,50.07,306.72,275981.73,8.93,22094.6,8.96,22101.89,8.08,22177.05,0.93
2025-06-18 23:30:00,2025-06-18,23:30:00,50.07,361.41,319540.91,10.12,22214.9,9.64,22217.4,9.16,22321.24,0.98,50.07,310.6,276007.3,9.03,22078.81,9.04,22088.4,8.19,22164.9,0.93
2025-06-18 23:35:00,2025-06-18,23:35:00,50.06,365.1,319572.62,10.27,22237.55,9.73,22241.52,9.22,22345.19,0.98,50.06,308.41,276033.96,8.93,22100.41,9.02,22110.3,8.09,22186.15,0.93
2025-06-18 23:40:00,2025-06-18,23:40:00,50.06,365.0,319601.58,10.17,22241.53,9.76,22244.48,9.23,22346.37,0.98,50.06,300.03,276058.63,8.76,22110.52,8.82,22119.89,7.85,22196.94,0.93
2025-06-18 23:45:00,2025-06-18,23:45:00,50.08,359.67,319631.87,10.01,22254.93,9.58,22257.87,9.15,22357.1,0.98,50.08,298.81,276084.25,8.73,22101.98,8.77,22109.09,7.86,22187.88,0.93
2025-06-18 23:50:00,2025-06-18,23:50:00,50.03,365.11,319662.07,10.14,22264.85,9.71,22269.47,9.31,22363.76,0.98,50.03,309.77,276108.83,8.96,22098.48,9.03,22104.66,8.11,22182.5,0.94
2025-06-18 23:55:00,2025-06-18,23:55:00,50.04,359.22,319689.53,9.99,22284.65,9.53,22289.77,9.13,22383.27,0.98,50.04,309.68,276132.3,8.95,22114.56,9.06,22120.89,8.09,22199.02,0.94
2025-06-19 00:00:00,2025-06-19,00:00:00,50.05,365.85,319724.21,10.12,22317.31,9.55,22318.19,9.24,22414.68,0.97,50.05,297.91,276161.78,8.74,22133.16,8.65,22141.57,7.8,22218.14,0.93
2025-06-19 00:05:00,2025-06-19,00:05:00,50.04,388.91,319751.03,10.74,22310.89,10.16,22309.99,9.87,22409.7,0.98,50.04,293.14,276183.38,8.57,22127.05,8.57,22134.67,7.65,22210.27,0.93
2025-06-19 00:10:00,2025-06-19,00:10:00,49.98,357.23,319782.04,9.95,22261.83,9.4,22262.0,9.17,22360.17,0.98,49.98,288.51,276208.09,8.48,22077.78,8.47,22084.61,7.56,22160.43,0.93
2025-06-19 00:15:00,2025-06-19,00:15:00,50.04,364.61,319812.31,10.12,22300.6,9.6,22302.18,9.22,22400.75,0.97,50.04,284.32,276232.18,8.39,22094.55,8.38,22103.29,7.48,22177.21,0.93
2025-06-19 00:20:00,2025-06-19,00:20:00,50.05,355.24,319837.33,9.84,22301.52,9.42,22298.48,8.98,22401.82,0.98,50.05,292.54,276252.31,8.52,22111.46,8.62,22118.14,7.65,22192.31,0.93
2025-06-19 00:25:00,2025-06-19,00:25:00,50.06,354.46,319874.62,9.88,22304.58,9.34,22301.77,9.02,22403.24,0.98,50.06,291.24,276282.9,8.48,22127.82,8.53,22134.34,7.65,22207.95,0.93
2025-06-19 00:30:00,2025-06-19,00:30:00,50.05,355.45,319903.28,9.99,22314.25,9.41,22311.12,9.06,22409.35,0.97,50.05,292.48,276306.5,8.49,22134.87,8.56,22142.11,7.68,22214.99,0.93
2025-06-19 00:35:00,2025-06-19,00:35:00,50.06,356.27,319929.5,9.88,22319.49,9.37,22317.17,8.96,22413.35,0.97,50.06,288.47,276327.87,8.41,22141.54,8.45,22148.47,7.57,22226.22,0.93
2025-06-19 00:40:00,2025-06-19,00:40:00,50.05,348.72,319960.56,9.68,22305.02,9.24,22304.23,8.79,22401.81,0.98,50.05,287.15,276353.21,8.43,22116.8,8.42,22122.97,7.55,22197.48,0.93
2025-06-19 00:45:00,2025-06-19,00:45:00,50.05,347.33,319988.62,9.68,22312.09,9.2,22311.17,8.77,22409.07,0.98,50.05,290.39,276376.47,8.44,22129.69,8.51,22137.9,7.61,22211.05,0.93
2025-06-19 00:50:00,2025-06-19,00:50:00,50.05,348.1,320017.54,9.7,22318.32,9.26,22318.24,8.82,22414.63,0.97,50.05,290.52,276400.82,8.49,22120.92,8.52,22129.12,7.58,22201.46,0.93
2025-06-19 00:55:00,2025-06-19,00:55:00,50.03,349.71,320048.38,9.73,22316.94,9.29,22318.62,8.87,22416.15,0.97,50.03,290.53,276426.33,8.5,22133.68,8.53,22140.16,7.61,22212.59,0.93
2025-06-19 01:00:00,2025-06-19,01:00:00,50.0,347.4,320076.09,9.79,22334.98,9.17,22336.3,8.77,22432.31,0.97,50.0,291.73,276449.62,8.46,22135.01,8.56,22142.79,7.64,22212.36,0.93
2025-06-19 01:05:00,2025-06-19,01:05:00,50.04,343.56,320103.76,9.67,22342.43,9.06,22343.95,8.61,22439.83,0.97,50.04,283.31,276472.64,8.31,22162.71,8.34,22170.44,7.43,22242.84,0.93
2025-06-19 01:10:00,2025-06-19,01:10:00,50.06,343.23,320134.13,9.61,22339.44,9.0,22341.34,8.62,22437.42,0.98,50.06,284.76,276497.54,8.31,22163.15,8.42,22170.01,7.45,22242.76,0.93
2025-06-19 01:15:00,2025-06-19,01:15:00,50.04,343.1,320161.03,9.59,22350.48,8.99,22352.43,8.63,22448.32,0.98,50.04,294.41,276520.08,8.55,22146.53,8.66,22152.99,7.68,22225.57,0.93
