OccurredOn,Date,Time,ELE-MSB-TWR-B2-LZ1LZ2_HLI_INC1_kW,ELE-MSB-TWR-B2-LZ1LZ2_HLI_INC1_kWH,ELE-MSB-TWR-B2-LZ1LZ2_HLI_INC2_kW,ELE-MSB-TWR-B2-LZ1LZ2_HLI_INC2_kWH,ELE-MSB-TWR-B2-MZ1MZ2_HLI_INC1_kW,ELE-MSB-TWR-B2-MZ1MZ2_HLI_INC1_kWH,ELE-MSB-TWR-B2-MZ1MZ2_HLI_INC2_kW,ELE-MSB-TWR-B2-MZ1MZ2_HLI_INC2_kWH,ELE-MSB-TWR-L33-HZ1_HLI_INC_kW,ELE-MSB-TWR-L33-HZ1_HLI_INC_kWH,ELE-MSB-TWR-L33-HZ2_HLI_INC_kW,ELE-MSB-TWR-L33-HZ2_HLI_INC_kWH,ELE-EMSB-TWR-B2-LZE_HLI_INC1_kW,ELE-EMSB-TWR-B2-LZE_HLI_INC1_kWH,ELE-EMSB-TWR-B2-LZE_HLI_INC2_kW,ELE-EMSB-TWR-B2-LZE_HLI_INC2_kWH,ELE-EMSB-TWR-B2-MZE_HLI_INC1_kW,ELE-EMSB-TWR-B2-MZE_HLI_INC1_kWH,ELE-EMSB-TWR-B2-MZE_HLI_INC2_kW,ELE-EMSB-TWR-B2-MZE_HLI_INC2_kWH,ELE-EMSB-TWR-L33-HZE_HLI_INC_kW,ELE-EMSB-TWR-L33-HZE_HLI_INC_kWH
2025-06-01 00:00:00,2025-06-01,00:00:00,103.05,840790.25,42.26,924151.75,43.07,830132.78,58.86,633146.68,0.0,0.0,108.27,806101.02,35.88,791000.95,0.0,0.0,20.69,126876.2,0.0,0.0,29.87,414283.35
2025-06-01 00:05:00,2025-06-01,00:05:00,101.32,840797.79,44.73,924155.35,43.32,830135.87,59.99,633151.35,0.0,0.0,116.7,806110.83,35.51,791003.6,0.0,0.0,21.68,126877.8,0.0,0.0,40.35,414286.34
2025-06-01 00:10:00,2025-06-01,00:10:00,101.74,840806.55,44.28,924158.91,44.37,830139.71,55.96,633156.25,0.0,0.0,74.64,806120.1,35.42,791006.71,0.0,0.0,19.45,126879.4,0.0,0.0,29.39,414289.8
2025-06-01 00:15:00,2025-06-01,00:15:00,101.3,840816.1,43.71,924162.28,43.36,830143.33,58.52,633160.51,0.0,0.0,117.88,806130.22,34.88,791009.42,0.0,0.0,19.98,126881.14,0.0,0.0,38.07,414292.97
2025-06-01 00:20:00,2025-06-01,00:20:00,101.13,840823.66,45.15,924166.37,42.24,830147.18,56.46,633165.42,0.0,0.0,112.97,806139.87,35.56,791012.45,0.0,0.0,19.41,126882.9,0.0,0.0,27.92,414295.5
2025-06-01 00:25:00,2025-06-01,00:25:00,103.2,840831.65,44.91,924169.69,43.5,830150.39,55.41,633169.9,0.0,0.0,110.48,806148.74,35.11,791015.65,0.0,0.0,19.38,126884.4,0.0,0.0,36.96,414297.75
2025-06-01 00:30:00,2025-06-01,00:30:00,105.64,840840.11,43.76,924173.58,44.21,830153.9,54.55,633174.84,0.0,0.0,106.78,806159.52,34.79,791018.42,0.0,0.0,19.38,126885.93,0.0,0.0,27.8,414300.34
2025-06-01 00:35:00,2025-06-01,00:35:00,104.64,840849.57,43.77,924177.14,42.59,830157.85,54.91,633179.5,0.0,0.0,101.46,806166.46,35.23,791021.0,0.0,0.0,19.42,126887.68,0.0,0.0,23.12,414302.33
2025-06-01 00:40:00,2025-06-01,00:40:00,102.88,840858.22,46.11,924181.2,43.66,830161.58,54.74,633183.98,0.0,0.0,106.22,806176.42,35.7,791024.3,0.0,0.0,19.43,126889.3,0.0,0.0,27.42,414304.78
2025-06-01 00:45:00,2025-06-01,00:45:00,105.48,840867.44,43.97,924184.31,42.77,830164.64,53.84,633188.46,0.0,0.0,106.64,806184.88,34.78,791027.0,0.0,0.0,19.67,126890.8,0.0,0.0,27.35,414307.19
2025-06-01 00:50:00,2025-06-01,00:50:00,103.68,840875.01,44.33,924188.14,43.31,830168.47,54.06,633192.56,0.0,0.0,105.1,806194.06,35.14,791029.9,0.0,0.0,19.32,126892.45,0.0,0.0,27.52,414309.42
2025-06-01 00:55:00,2025-06-01,00:55:00,103.1,840884.33,44.91,924192.23,43.4,830172.27,53.67,633197.55,0.0,0.0,104.42,806203.28,35.88,791033.18,0.0,0.0,19.33,126894.13,0.0,0.0,27.13,414311.92
2025-06-01 01:00:00,2025-06-01,01:00:00,104.06,840892.77,43.53,924195.68,42.34,830175.97,54.72,633202.21,0.0,0.0,108.63,806211.39,35.31,791036.14,0.0,0.0,19.36,126895.77,0.0,0.0,26.91,414313.91
2025-06-01 01:05:00,2025-06-01,01:05:00,104.38,840902.39,44.07,924199.92,43.87,830179.5,53.9,633207.02,0.0,0.0,115.76,806221.49,35.21,791039.33,0.0,0.0,19.49,126897.48,0.0,0.0,26.58,414316.15
2025-06-01 01:10:00,2025-06-01,01:10:00,102.89,840910.6,44.3,924203.61,43.18,830183.34,53.76,633210.95,0.0,0.0,115.28,806230.44,35.36,791041.9,0.0,0.0,19.42,126898.92,0.0,0.0,26.31,414318.23
2025-06-01 01:15:00,2025-06-01,01:15:00,104.88,840919.01,44.98,924206.91,42.62,830187.18,53.84,633215.66,0.0,0.0,111.48,806240.73,35.24,791045.0,0.0,0.0,19.81,126900.65,0.0,0.0,26.09,414320.62
2025-06-01 01:20:00,2025-06-01,01:20:00,104.12,840927.33,43.76,924210.86,43.22,830190.7,54.22,633220.3,0.0,0.0,106.26,806249.7,34.8,791047.77,0.0,0.0,19.71,126902.3,0.0,0.0,27.08,414323.19
2025-06-01 01:25:00,2025-06-01,01:25:00,103.2,840936.61,44.71,924214.17,42.94,830194.02,52.99,633224.73,0.0,0.0,109.21,806258.36,34.76,791050.86,0.0,0.0,19.31,126903.9,0.0,0.0,26.99,414325.43
2025-06-01 01:30:00,2025-06-01,01:30:00,102.07,840945.58,42.69,924218.06,43.8,830198.01,55.38,633229.32,0.0,0.0,106.99,806267.79,33.3,791053.75,0.0,0.0,19.43,126905.48,0.0,0.0,26.95,414327.72
2025-06-01 01:35:00,2025-06-01,01:35:00,101.04,840953.59,42.5,924221.5,41.34,830201.59,54.03,633233.9,0.0,0.0,106.72,806276.14,32.62,791055.97,0.0,0.0,19.44,126907.1,0.0,0.0,26.96,414329.91
2025-06-01 01:40:00,2025-06-01,01:40:00,102.35,840962.21,41.34,924224.93,41.29,830204.78,53.38,633238.38,0.0,0.0,107.39,806285.25,33.71,791058.86,0.0,0.0,19.34,126908.71,0.0,0.0,26.78,414332.15
2025-06-01 01:45:00,2025-06-01,01:45:00,102.2,840970.6,41.52,924228.45,40.86,830207.97,53.96,633242.74,0.0,0.0,105.66,806292.26,33.54,791062.06,0.0,0.0,19.46,126910.3,0.0,0.0,27.18,414334.07
2025-06-01 01:50:00,2025-06-01,01:50:00,102.38,840979.18,42.16,924231.98,43.66,830211.82,53.8,633247.36,0.0,0.0,104.1,806302.93,32.52,791064.62,0.0,0.0,19.22,126912.1,0.0,0.0,26.39,414336.62
2025-06-01 01:55:00,2025-06-01,01:55:00,102.95,840987.5,45.85,924235.5,43.25,830215.03,52.95,633251.5,0.0,0.0,103.36,806311.38,32.44,791067.34,0.0,0.0,19.31,126913.6,0.0,0.0,26.24,414338.71
2025-06-01 02:00:00,2025-06-01,02:00:00,102.57,840996.82,39.89,924238.9,45.6,830218.86,53.93,633256.12,0.0,0.0,104.59,806320.23,33.76,791070.06,0.0,0.0,19.44,126915.2,0.0,0.0,26.48,414340.95
2025-06-01 02:05:00,2025-06-01,02:05:00,101.5,841004.42,40.82,924242.41,43.63,830222.48,54.72,633260.46,0.0,0.0,105.43,806328.78,33.02,791072.95,0.0,0.0,19.24,126916.8,0.0,0.0,26.56,414343.35
2025-06-01 02:10:00,2025-06-01,02:10:00,102.16,841013.41,40.73,924245.84,44.73,830226.21,55.5,633265.27,0.0,0.0,104.88,806337.32,32.44,791075.29,0.0,0.0,19.14,126918.4,0.0,0.0,26.41,414345.42
2025-06-01 02:15:00,2025-06-01,02:15:00,103.7,841020.93,41.63,924248.69,45.01,830229.63,56.87,633269.41,0.0,0.0,106.62,806345.34,33.01,791078.13,0.0,0.0,19.2,126919.93,0.0,0.0,26.35,414347.4
2025-06-01 02:20:00,2025-06-01,02:20:00,101.65,841029.95,42.16,924252.26,44.19,830233.27,54.44,633274.23,0.0,0.0,101.74,806356.72,33.28,791080.81,0.0,0.0,19.27,126921.6,0.0,0.0,26.33,414350.07
2025-06-01 02:25:00,2025-06-01,02:25:00,101.97,841038.06,43.36,924256.23,43.68,830237.42,52.82,633279.03,0.0,0.0,106.41,806364.77,35.99,791083.88,0.0,0.0,19.1,126923.23,0.0,0.0,26.61,414351.98
2025-06-01 02:30:00,2025-06-01,02:30:00,105.43,841047.66,41.57,924259.71,43.45,830240.88,52.45,633283.17,0.0,0.0,105.98,806373.34,31.85,791086.92,0.0,0.0,19.06,126924.79,0.0,0.0,26.22,414354.23
2025-06-01 02:35:00,2025-06-01,02:35:00,105.62,841056.3,40.53,924263.28,43.88,830244.64,53.2,633287.66,0.0,0.0,105.54,806382.4,31.85,791089.51,0.0,0.0,19.08,126926.5,0.0,0.0,26.33,414356.47
2025-06-01 02:40:00,2025-06-01,02:40:00,101.79,841064.93,42.1,924266.65,43.22,830248.51,53.44,633292.15,0.0,0.0,105.1,806391.16,32.8,791092.45,0.0,0.0,19.3,126928.1,0.0,0.0,26.5,414358.58
2025-06-01 02:45:00,2025-06-01,02:45:00,101.89,841073.57,43.9,924270.37,44.74,830251.83,53.0,633296.63,0.0,0.0,104.58,806399.48,32.85,791094.76,0.0,0.0,19.48,126929.6,0.0,0.0,26.39,414360.76
2025-06-01 02:50:00,2025-06-01,02:50:00,103.38,841081.9,43.52,924273.89,42.34,830255.51,52.13,633301.09,0.0,0.0,104.18,806409.02,33.48,791097.9,0.0,0.0,19.05,126931.3,0.0,0.0,26.5,414363.03
2025-06-01 02:55:00,2025-06-01,02:55:00,102.04,841090.86,44.91,924277.57,43.19,830258.85,52.72,633305.27,0.0,0.0,104.26,806416.47,37.07,791100.45,0.0,0.0,19.16,126932.86,0.0,0.0,26.43,414365.11
2025-06-01 03:00:00,2025-06-01,03:00:00,102.61,841099.29,44.4,924280.68,41.59,830262.7,52.09,633309.42,0.0,0.0,106.34,806424.86,35.83,791103.25,0.0,0.0,19.06,126934.34,0.0,0.0,26.4,414367.45
2025-06-01 03:05:00,2025-06-01,03:05:00,103.25,841107.31,45.63,924284.9,42.94,830266.23,53.15,633313.9,0.0,0.0,105.77,806433.33,35.81,791106.8,0.0,0.0,19.19,126935.9,0.0,0.0,26.59,414369.58
2025-06-01 03:10:00,2025-06-01,03:10:00,104.42,841116.14,42.01,924288.5,43.97,830269.73,55.41,633318.7,0.0,0.0,106.05,806442.72,33.74,791109.73,0.0,0.0,19.2,126937.6,0.0,0.0,26.47,414371.78
2025-06-01 03:15:00,2025-06-01,03:15:00,103.1,841125.02,43.15,924291.9,41.89,830272.93,54.3,633323.5,0.0,0.0,106.53,806451.76,34.57,791112.44,0.0,0.0,19.58,126939.3,0.0,0.0,26.25,414374.07
2025-06-01 03:20:00,2025-06-01,03:20:00,100.07,841134.68,42.62,924295.66,43.19,830276.78,52.48,633327.65,0.0,0.0,103.83,806460.34,33.98,791115.51,0.0,0.0,19.38,126941.06,0.0,0.0,26.46,414376.14
2025-06-01 03:25:00,2025-06-01,03:25:00,103.61,841141.58,42.59,924299.18,42.73,830280.3,52.5,633332.32,0.0,0.0,108.21,806469.28,33.5,791118.19,0.0,0.0,19.22,126942.51,0.0,0.0,26.41,414378.23
2025-06-01 03:30:00,2025-06-01,03:30:00,103.69,841149.73,42.31,924302.47,42.28,830284.14,51.92,633336.62,0.0,0.0,105.88,806478.84,32.94,791120.62,0.0,0.0,19.17,126943.97,0.0,0.0,26.33,414380.47
2025-06-01 03:35:00,2025-06-01,03:35:00,100.11,841159.27,45.19,924306.42,43.72,830287.6,53.29,633340.78,0.0,0.0,105.01,806487.34,37.76,791123.55,0.0,0.0,19.17,126945.6,0.0,0.0,26.34,414382.7
2025-06-01 03:40:00,2025-06-01,03:40:00,100.7,841167.02,41.76,924309.87,42.89,830291.42,53.06,633345.27,0.0,0.0,103.25,806496.68,33.78,791126.8,0.0,0.0,19.22,126947.2,0.0,0.0,26.48,414385.1
2025-06-01 03:45:00,2025-06-01,03:45:00,102.2,841176.29,43.16,924313.34,42.86,830294.75,53.3,633349.74,0.0,0.0,106.18,806505.39,33.36,791129.77,0.0,0.0,19.49,126948.97,0.0,0.0,26.49,414387.35
2025-06-01 03:50:00,2025-06-01,03:50:00,103.02,841184.75,42.59,924317.4,42.09,830298.01,52.55,633354.22,0.0,0.0,106.24,806514.05,33.98,791132.34,0.0,0.0,19.43,126950.5,0.0,0.0,26.45,414389.43
2025-06-01 03:55:00,2025-06-01,03:55:00,99.45,841191.66,43.0,924320.45,42.53,830301.42,52.27,633358.4,0.0,0.0,106.33,806522.23,35.24,791135.14,0.0,0.0,19.25,126952.1,0.0,0.0,26.49,414391.66
2025-06-01 04:00:00,2025-06-01,04:00:00,102.09,841200.61,41.35,924324.03,43.22,830304.93,52.63,633362.26,0.0,0.0,106.63,806531.99,32.91,791138.11,0.0,0.0,19.27,126953.7,0.0,0.0,26.51,414393.96
2025-06-01 04:05:00,2025-06-01,04:05:00,104.22,841209.9,41.77,924327.45,42.97,830308.78,53.93,633367.02,0.0,0.0,104.9,806539.68,33.88,791140.96,0.0,0.0,19.5,126955.28,0.0,0.0,26.56,414396.02
2025-06-01 04:10:00,2025-06-01,04:10:00,100.12,841218.85,43.21,924331.35,43.09,830312.62,52.95,633371.5,0.0,0.0,105.3,806548.58,35.28,791143.66,0.0,0.0,19.22,126956.9,0.0,0.0,26.52,414398.23
2025-06-01 04:15:00,2025-06-01,04:15:00,103.4,841226.59,45.3,924334.6,42.78,830316.14,54.01,633375.91,0.0,0.0,106.17,806557.24,36.08,791146.99,0.0,0.0,19.53,126958.5,0.0,0.0,28.38,414400.46
2025-06-01 04:20:00,2025-06-01,04:20:00,106.54,841235.95,41.54,924338.67,43.95,830319.54,54.61,633380.46,0.0,0.0,101.96,806565.64,34.03,791149.61,0.0,0.0,19.28,126960.26,0.0,0.0,26.6,414402.67
2025-06-01 04:25:00,2025-06-01,04:25:00,107.71,841244.77,41.33,924341.95,43.26,830322.85,52.82,633384.95,0.0,0.0,104.25,806574.64,33.04,791152.35,0.0,0.0,19.17,126961.7,0.0,0.0,26.67,414404.79
2025-06-01 04:30:00,2025-06-01,04:30:00,102.05,841254.06,41.98,924345.45,47.86,830327.11,51.88,633389.42,0.0,0.0,105.52,806584.12,33.19,791155.18,0.0,0.0,19.03,126963.37,0.0,0.0,26.6,414407.18
2025-06-01 04:35:00,2025-06-01,04:35:00,102.32,841263.01,41.52,924348.49,44.0,830330.64,52.35,633393.58,0.0,0.0,104.04,806591.58,32.97,791157.64,0.0,0.0,18.96,126964.82,0.0,0.0,26.51,414409.26
2025-06-01 04:40:00,2025-06-01,04:40:00,104.06,841270.38,41.93,924351.97,43.42,830334.38,52.68,633398.06,0.0,0.0,106.82,806600.94,34.13,791160.93,0.0,0.0,18.96,126966.54,0.0,0.0,26.34,414411.56
2025-06-01 04:45:00,2025-06-01,04:45:00,104.75,841278.7,40.87,924355.45,42.67,830338.11,55.01,633402.31,0.0,0.0,106.28,806609.11,33.38,791163.26,0.0,0.0,19.43,126968.1,0.0,0.0,26.57,414413.59
2025-06-01 04:50:00,2025-06-01,04:50:00,99.81,841287.64,41.77,924359.46,45.53,830341.58,59.05,633407.02,0.0,0.0,105.53,806617.43,33.35,791166.48,0.0,0.0,19.36,126969.7,0.0,0.0,26.57,414415.77
2025-06-01 04:55:00,2025-06-01,04:55:00,100.47,841295.97,42.52,924362.73,45.33,830345.59,60.01,633412.25,0.0,0.0,103.2,806627.49,33.72,791169.26,0.0,0.0,18.98,126971.36,0.0,0.0,26.52,414418.01
2025-06-01 05:00:00,2025-06-01,05:00:00,102.46,841303.84,42.54,924366.15,44.64,830349.49,59.87,633417.26,0.0,0.0,103.04,806635.85,33.35,791171.97,0.0,0.0,19.0,126972.9,0.0,0.0,26.68,414420.31
2025-06-01 05:05:00,2025-06-01,05:05:00,102.49,841313.38,40.79,924369.68,47.32,830352.93,60.34,633422.07,0.0,0.0,103.75,806644.31,32.48,791174.18,0.0,0.0,19.02,126974.4,0.0,0.0,26.61,414422.6
2025-06-01 05:10:00,2025-06-01,05:10:00,102.64,841321.45,44.34,924372.71,48.86,830356.78,59.89,633427.17,0.0,0.0,102.57,806653.06,36.08,791177.26,0.0,0.0,19.1,126976.1,0.0,0.0,26.52,414424.79
2025-06-01 05:15:00,2025-06-01,05:15:00,102.02,841329.68,42.09,924376.85,51.13,830361.23,60.71,633432.31,0.0,0.0,103.29,806662.11,33.24,791180.45,0.0,0.0,19.53,126977.79,0.0,0.0,26.54,414427.08
2025-06-01 05:20:00,2025-06-01,05:20:00,104.07,841338.43,42.06,924380.26,50.44,830365.5,63.36,633437.75,0.0,0.0,104.4,806670.93,32.81,791183.31,0.0,0.0,19.22,126979.5,0.0,0.0,26.63,414429.27
2025-06-01 05:25:00,2025-06-01,05:25:00,103.21,841346.96,41.06,924383.88,50.19,830370.06,63.3,633442.85,0.0,0.0,107.02,806679.77,32.99,791185.9,0.0,0.0,19.16,126981.1,0.0,0.0,26.45,414431.5
2025-06-01 05:30:00,2025-06-01,05:30:00,100.12,841355.71,41.32,924387.17,49.99,830374.06,65.19,633448.31,0.0,0.0,104.06,806688.67,32.56,791188.74,0.0,0.0,19.37,126982.7,0.0,0.0,25.01,414433.79
2025-06-01 05:35:00,2025-06-01,05:35:00,102.92,841363.69,41.88,924390.65,51.78,830377.9,65.2,633453.68,0.0,0.0,104.6,806696.3,33.44,791191.65,0.0,0.0,19.17,126984.13,0.0,0.0,26.62,414435.57
2025-06-01 05:40:00,2025-06-01,05:40:00,103.31,841373.24,40.99,924394.47,50.45,830382.26,66.79,633458.96,0.0,0.0,102.65,806705.58,32.75,791194.22,0.0,0.0,19.25,126985.77,0.0,0.0,26.55,414437.98
2025-06-01 05:45:00,2025-06-01,05:45:00,104.48,841381.42,41.03,924397.51,51.62,830386.21,67.63,633464.63,0.0,0.0,105.34,806714.48,32.52,791196.82,0.0,0.0,19.6,126987.3,0.0,0.0,26.77,414440.3
2025-06-01 05:50:00,2025-06-01,05:50:00,104.4,841390.69,41.07,924401.05,54.3,830391.02,66.52,633470.34,0.0,0.0,104.81,806722.7,33.61,791199.65,0.0,0.0,19.24,126988.9,0.0,0.0,26.42,414442.55
2025-06-01 05:55:00,2025-06-01,05:55:00,105.34,841398.76,41.63,924404.34,53.24,830395.5,69.73,633475.74,0.0,0.0,105.1,806731.39,33.69,791202.42,0.0,0.0,19.23,126990.5,0.0,0.0,26.67,414444.67
2025-06-01 06:00:00,2025-06-01,06:00:00,106.62,841407.32,43.29,924407.93,55.62,830399.97,68.99,633482.08,0.0,0.0,111.73,806741.21,35.69,791205.48,0.0,0.0,19.23,126992.2,0.0,0.0,27.66,414447.03
2025-06-01 06:05:00,2025-06-01,06:05:00,101.65,841416.62,41.44,924411.81,55.68,830404.34,69.49,633487.35,0.0,0.0,108.2,806749.5,33.97,791208.3,0.0,0.0,19.23,126993.73,0.0,0.0,26.64,414449.42
2025-06-01 06:10:00,2025-06-01,06:10:00,104.55,841424.33,41.98,924415.23,55.41,830409.59,69.64,633493.74,0.0,0.0,108.92,806759.49,33.58,791211.18,0.0,0.0,19.26,126995.3,0.0,0.0,33.65,414451.83
2025-06-01 06:15:00,2025-06-01,06:15:00,108.49,841434.21,41.15,924418.8,54.33,830414.05,72.68,633499.5,0.0,0.0,99.0,806767.91,32.6,791214.06,0.0,0.0,19.75,126997.0,0.0,0.0,27.7,414454.23
2025-06-01 06:20:00,2025-06-01,06:20:00,107.16,841442.53,41.31,924422.09,54.73,830418.29,74.61,633505.58,0.0,0.0,100.11,806776.07,32.89,791216.62,0.0,0.0,19.3,126998.7,0.0,0.0,26.78,414456.53
2025-06-01 06:25:00,2025-06-01,06:25:00,109.14,841451.75,41.13,924425.52,57.77,830423.34,73.57,633511.66,0.0,0.0,104.47,806784.5,34.06,791219.18,0.0,0.0,19.28,127000.3,0.0,0.0,26.81,414458.71
2025-06-01 06:30:00,2025-06-01,06:30:00,106.03,841460.46,41.47,924428.98,56.76,830428.15,74.5,633517.75,0.0,0.0,102.26,806793.18,32.93,791222.06,0.0,0.0,19.2,127001.9,0.0,0.0,26.87,414461.11
2025-06-01 06:35:00,2025-06-01,06:35:00,103.35,841469.1,41.5,924432.39,58.7,830432.93,75.31,633524.14,0.0,0.0,102.98,806801.73,32.72,791224.66,0.0,0.0,19.25,127003.5,0.0,0.0,26.77,414463.35
2025-06-01 06:40:00,2025-06-01,06:40:00,104.56,841477.74,48.92,924436.11,59.64,830438.06,72.3,633530.22,0.0,0.0,101.61,806810.34,40.29,791227.69,0.0,0.0,19.21,127005.1,0.0,0.0,26.75,414465.54
2025-06-01 06:45:00,2025-06-01,06:45:00,105.95,841486.82,44.34,924440.22,61.46,830443.18,72.0,633536.31,0.0,0.0,106.36,806818.7,35.29,791231.18,0.0,0.0,19.37,127006.79,0.0,0.0,24.86,414467.67
2025-06-01 06:50:00,2025-06-01,06:50:00,105.65,841495.66,45.25,924443.91,62.97,830448.29,70.42,633542.38,0.0,0.0,104.11,806827.5,36.83,791234.19,0.0,0.0,19.04,127008.4,0.0,0.0,26.42,414469.83
2025-06-01 06:55:00,2025-06-01,06:55:00,103.38,841504.29,43.37,924447.61,64.67,830453.42,70.84,633548.14,0.0,0.0,103.23,806836.11,33.75,791237.09,0.0,0.0,19.42,127009.9,0.0,0.0,26.26,414472.06
2025-06-01 07:00:00,2025-06-01,07:00:00,108.75,841513.17,42.9,924451.11,64.21,830458.86,71.81,633554.22,0.0,0.0,110.39,806844.88,32.7,791239.98,0.0,0.0,19.16,127011.5,0.0,0.0,26.5,414474.23
2025-06-01 07:05:00,2025-06-01,07:05:00,110.77,841522.28,42.63,924454.66,63.79,830464.29,72.5,633560.31,0.0,0.0,113.87,806854.44,33.13,791242.67,0.0,0.0,19.05,127013.1,0.0,0.0,26.26,414476.35
2025-06-01 07:10:00,2025-06-01,07:10:00,110.84,841531.5,46.38,924458.28,62.01,830469.42,72.61,633566.38,0.0,0.0,112.84,806863.62,36.7,791245.57,0.0,0.0,19.09,127014.7,0.0,0.0,24.62,414478.61
2025-06-01 07:15:00,2025-06-01,07:15:00,106.89,841540.71,42.81,924462.17,62.01,830474.54,73.78,633572.46,0.0,0.0,114.76,806873.1,33.51,791248.57,0.0,0.0,19.25,127016.3,0.0,0.0,27.57,414480.74
2025-06-01 07:20:00,2025-06-01,07:20:00,110.75,841549.66,41.33,924465.66,60.85,830479.65,70.45,633578.22,0.0,0.0,118.08,806882.82,32.74,791251.18,0.0,0.0,19.1,127017.9,0.0,0.0,28.71,414483.19
2025-06-01 07:25:00,2025-06-01,07:25:00,111.25,841558.9,50.04,924469.16,59.73,830484.78,67.95,633583.99,0.0,0.0,120.76,806892.77,34.04,791254.06,0.0,0.0,19.17,127019.5,0.0,0.0,33.2,414485.75
2025-06-01 07:30:00,2025-06-01,07:30:00,109.53,841567.97,75.64,924474.62,56.04,830489.59,65.97,633589.74,0.0,0.0,117.21,806902.79,36.41,791256.93,0.0,0.0,19.27,127021.1,0.0,0.0,26.94,414488.14
2025-06-01 07:35:00,2025-06-01,07:35:00,110.11,841577.19,71.13,924480.62,53.77,830494.05,65.25,633595.18,0.0,0.0,114.0,806912.45,34.14,791259.81,0.0,0.0,19.22,127022.7,0.0,0.0,21.03,414490.28
2025-06-01 07:40:00,2025-06-01,07:40:00,110.31,841586.3,69.01,924486.39,53.65,830498.39,63.31,633600.3,0.0,0.0,127.69,806922.63,32.24,791262.71,0.0,0.0,19.11,127024.3,0.0,0.0,32.6,414492.79
2025-06-01 07:45:00,2025-06-01,07:45:00,110.36,841595.36,68.8,924492.13,51.49,830502.94,63.62,633605.74,0.0,0.0,122.32,806932.57,33.13,791265.73,0.0,0.0,19.43,127025.9,0.0,0.0,29.76,414495.18
2025-06-01 07:50:00,2025-06-01,07:50:00,105.93,841604.46,69.92,924497.89,50.94,830507.35,67.15,633611.18,0.0,0.0,114.99,806942.53,31.82,791268.38,0.0,0.0,19.21,127027.5,0.0,0.0,27.0,414497.58
2025-06-01 07:55:00,2025-06-01,07:55:00,110.37,841613.28,72.13,924503.65,51.72,830511.7,68.28,633616.63,0.0,0.0,114.0,806952.18,35.76,791271.17,0.0,0.0,19.13,127029.1,0.0,0.0,26.1,414499.99
2025-06-01 08:00:00,2025-06-01,08:00:00,114.61,841622.62,72.51,924509.42,49.72,830515.82,63.81,633622.38,0.0,0.0,118.93,806961.79,35.23,791274.4,0.0,0.0,19.09,127030.7,0.0,0.0,31.25,414502.45
2025-06-01 08:05:00,2025-06-01,08:05:00,121.52,841632.61,69.43,924515.18,49.03,830519.66,59.02,633627.5,0.0,0.0,118.3,806971.68,33.21,791277.09,0.0,0.0,19.08,127032.3,0.0,0.0,31.01,414505.19
2025-06-01 08:10:00,2025-06-01,08:10:00,124.04,841642.87,68.87,924520.96,46.42,830523.72,58.83,633632.3,0.0,0.0,117.67,806980.99,32.94,791279.68,0.0,0.0,19.3,127033.9,0.0,0.0,29.54,414507.26
2025-06-01 08:15:00,2025-06-01,08:15:00,125.23,841652.21,68.88,924526.36,47.26,830527.58,58.7,633637.47,0.0,0.0,115.71,806990.44,35.34,791282.43,0.0,0.0,19.55,127035.48,0.0,0.0,28.0,414509.61
2025-06-01 08:20:00,2025-06-01,08:20:00,126.25,841663.54,70.61,924533.1,46.75,830531.4,59.31,633641.79,0.0,0.0,128.11,806999.66,35.0,791285.75,0.0,0.0,19.23,127037.13,0.0,0.0,33.44,414512.23
2025-06-01 08:25:00,2025-06-01,08:25:00,128.5,841673.95,72.84,924538.59,47.15,830535.57,59.0,633646.94,0.0,0.0,116.88,807010.92,36.94,791288.61,0.0,0.0,19.2,127038.67,0.0,0.0,27.53,414514.96
2025-06-01 08:30:00,2025-06-01,08:30:00,129.0,841685.89,72.58,924544.73,48.74,830539.83,58.71,633652.46,0.0,0.0,115.57,807020.13,38.13,791291.68,0.0,0.0,19.05,127040.3,0.0,0.0,27.84,414517.43
2025-06-01 08:35:00,2025-06-01,08:35:00,126.09,841695.86,69.78,924551.03,46.75,830543.65,57.09,633657.27,0.0,0.0,125.33,807030.13,33.47,791295.07,0.0,0.0,19.08,127041.9,0.0,0.0,36.69,414520.1
2025-06-01 08:40:00,2025-06-01,08:40:00,125.63,841706.85,71.15,924557.27,49.71,830547.5,57.69,633661.75,0.0,0.0,122.26,807040.26,35.31,791297.79,0.0,0.0,19.17,127043.51,0.0,0.0,34.56,414522.68
2025-06-01 08:45:00,2025-06-01,08:45:00,126.93,841717.36,53.62,924562.53,47.79,830551.66,58.43,633666.85,0.0,0.0,118.45,807050.22,36.58,791301.01,0.0,0.0,19.86,127045.2,0.0,0.0,30.47,414525.43
2025-06-01 08:50:00,2025-06-01,08:50:00,123.73,841726.89,47.16,924566.86,43.89,830555.51,58.66,633671.66,0.0,0.0,114.57,807060.71,36.81,791304.28,0.0,0.0,19.37,127046.73,0.0,0.0,26.93,414528.34
2025-06-01 08:55:00,2025-06-01,08:55:00,122.84,841737.31,44.97,924569.96,42.78,830559.33,57.75,633676.15,0.0,0.0,123.77,807069.99,34.59,791306.86,0.0,0.0,19.32,127048.3,0.0,0.0,33.49,414530.71
